Sample ID,Date,Site name,Day,Month,Year,Time,Time rounded,Notes,Temperature (oC),pH,Gran alkalinity μeq/L,Suspended solids mg/L,Soluble reactive phosphorus (μg/L),Total dissolved phosphorus (μg/L),Total phosphorus (μg/L),Total reactive phosphorus (μg/l),Dissolved ammonium (NH4) (mg/l),Dissolved silicon (mg Si/L) ,Chlorophyll-a (μg/L),Dissolved fluoride (mg F/L),Dissolved chloride (mg Cl/L),Dissolved nitrite (mg NO2/L),Dissolved nitrate (NO3),Dissolved Nitrate-N (mg N/L),Dissolved sulphate (mg SO4/L),Total dissolved nitrogen (mg N/L),N check,Dissolved organic carbon (mg/L),Field pH,Conductivity,Eh,DO Temp,% DO,DO     mg/l,,Dissolved Al (ppm),Dissolved B (ppb),Dissolved Ca (ppm),Dissolved Fe (ug/l)),Dissolved K (mg/l),Dissolved Mg (mg/l),Dissolved Na (mg/l),Dissolved P (ppm),Dissolved S (ppm),Dissolved Si (ppm),Dissolved Mn (ug/l),Dissolved Zn (ug/l),Dissolved Cu (ug/l),,Total Na (mg/l),Total Ca (mg/l),Total Mg (mg/l),Total B (ug/l),Total Fe (ug/l),Total Mn (ug/l),Total Zn (ug/l),Total Cu (ug/l),Total Al (ug/l),,Mean daily flow (m3/s),,Site,Date,Green_diatoms,Green_meso,Green meso 2,Green_pico,Crypto 1,Crypto 2,Crypto 3,Cyano1,Cyano2,Cyano3,Cyano4,,,,,,,
TC3,16/02/09,Cherwell at Hampton Poyle,16,2,9,10:40,10:45,,4.7,7.85,3435,14.8,45,56,93,,0.022,3.70,2.42,0.20,26.50,<0.1,26.00,5.87,43.00,6.70,5.89,4.90,,,,,,,,,43,84.7,,3.6,5.3,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TC3,03/03/09,Cherwell at Hampton Poyle,3,3,9,10:25,10:30,,7.5,8.05,4922,4.3,121,135,163,,0.018,3.10,3.43,0.20,34.50,0.20,40.00,9.03,58.00,9.20,9.04,2.70,,,,,,,,,58,115.4,,4.3,6.7,21.2,,,,,,,,,,,,,,,,,,5.45,,,,,,,,,,,,,,,,,,,,,
TC3,09/03/09,Cherwell at Hampton Poyle,9,3,9,10:25,10:30,,6.9,8.01,4422,7.5,82,90,113,,0.022,2.90,5.4,0.20,33.50,<0.1,35.00,7.90,56.00,8.70,7.92,3.00,,,,,,,,,56,108.3,,3.9,6.4,19.7,,,,,,,,,,,,,,,,,,5.81,,,,,,,,,,,,,,,,,,,,,
TC3,16/03/09,Cherwell at Hampton Poyle,16,3,9,11:20,11:15,,9.9,8.12,4292,7.9,94,119,145,,0.006,2.50,8.33,0.20,37.00,<0.1,35.50,8.02,61.50,8.40,8.02,3.00,,,,,,,,,60,113.5,,4.4,6.8,21.8,,,,,,,,,,,,,,,,,,4.24,,,,,,,,,,,,,,,,,,,,,
TC3,24/03/09,Cherwell at Hampton Poyle,24,3,9,10:40,10:45,,8.7,8.32,4264,4.5,52,56,79,,0.030,1.20,21.88,0.20,36.00,<0.1,36.00,8.13,61.00,8.10,8.15,3.30,,,,,,,,,50,113.9,,4.2,6.9,24.1,,,,,,,,,,,,,,,,,,3.39,,,,,,,,,,,,,,,,,,,,,
TC3,01/04/09,Cherwell at Hampton Poyle,1,4,9,10:50,10:45,,8.9,8.14,4430,3.8,57,62,94,,0.018,0.50,28.58,0.20,46.50,<0.1,36.00,8.13,62.50,7.90,8.14,3.40,,,,,,,,,63,123.6,,5.6,8.2,33.0,,,,,,,,,,,,,,,,,,3.05,,,,,,,,,,,,,,,,,,,,,
TC3,06/04/09,Cherwell at Hampton Poyle,6,4,9,11:13,11:15,,10.9,8.19,4142,4.4,52,71,104,,0.004,0.30,39.86,0.20,40.00,<0.1,35.00,7.90,62.00,7.70,7.90,3.10,,,,,,,,,59,114.1,,4.9,7.6,25.1,,,,,,,,,,,,,,,,,,2.88,,,,,,,,,,,,,,,,,,,,,
TC3,14/04/09,Cherwell at Hampton Poyle,14,4,9,10:10,10:15,,11.6,8.07,4310,9.6,85,90,145,,0.046,1.00,47.15,0.20,45.00,<0.1,31.50,7.11,63.00,7.00,7.15,3.60,,,,,,,,,67,121.7,,5.6,8.1,31.9,,,,,,,,,,,,,,,,,,2.78,,,,,,,,,,,,,,,,,,,,,
TC3,20/04/09,Cherwell at Hampton Poyle,20,4,9,11:20,11:15,,11.9,8.09,4312,11.0,143,168,218,,0.008,1.70,37.25,0.20,47.50,<0.1,29.50,6.66,63.50,6.90,6.67,4.10,,,,,,,,,73,112.0,,5.5,7.8,31.9,,,,,,,,,,,,,,,,,,2.75,,,,,,,,,,,,,,,,,,,,,
TC3,27/04/09,Cherwell at Hampton Poyle,27,4,9,11:15,11:15,,11.6,8.16,4063,14.5,97,114,201,,0.008,0.40,119.49,0.20,45.50,<0.1,30.00,6.77,64.00,6.80,6.78,3.60,,,,,,,,,79,119.0,,5.7,8.1,31.9,,,,,,,,,,,,,,,,,,2.50,,,,,,,,,,,,,,,,,,,,,
TC3,05/05/09,Cherwell at Hampton Poyle,5,5,9,10:22,10:15,,13.3,8.01,4410,12.0,108,128,198,,0.026,1.20,62.27,0.20,44.50,<0.1,29.00,6.55,62.50,7.10,6.57,4.20,,,,,,,,,81,119.6,,6.0,8.8,34.1,,,,,,,,,,,,,,,,,,1.60,,,,,,,,,,,,,,,,,,,,,
TC3,11/05/09,Cherwell at Hampton Poyle,11,5,9,10:36,10:30,,14.5,7.98,4063,12.2,112,134,188,,0.020,1.50,55.06,0.20,50.00,<0.1,27.50,6.21,66.00,6.60,6.22,4.50,,,,,,,,,88,120.1,,6.6,9.7,38.5,,,,,,,,,,,,,,,,,,1.72,,,,,,,,,,,,,,,,,,,,,
TC3,18/05/09,Cherwell at Hampton Poyle,18,5,9,10:10,10:15,,13.2,7.83,3100,15.6,90,120,203,,0.008,2.10,85.43,0.20,51.00,<0.1,25.00,5.65,54.00,6.30,5.65,4.90,,,,,,,,,74,89.5,,5.6,6.9,35.0,,,,,,,,,,,,,,,,,,2.31,,,,,,,,,,,,,,,,,,,,,
TC3,26/05/09,Cherwell at Hampton Poyle,26,5,9,11:17,11:15,,17.4,8.11,3557,40.7,34,61,201,,0.028,1.00,243.66,0.20,45.00,<0.1,21.50,4.85,63.00,5.40,4.88,4.40,,,,,,,,,78,101.2,,5.0,7.3,28.8,,,,,,,,,,,,,,,,,,2.01,,,,,,,,,,,,,,,,,,,,,
TC3,01/06/09,Cherwell at Hampton Poyle,1,6,9,11:33,11:30,,19.4,7.86,3581,62.5,21,29,198,,0.040,0.70,264.94,0.20,50.50,<0.1,20.00,4.52,63.50,5.10,4.55,4.90,,,,,,,,,56,100.5,,5.6,8.3,34.9,,,,,,,,,,,,,,,,,,1.38,,,,,,,,,,,,,,,,,,,,,
TC3,08/06/09,Cherwell at Hampton Poyle,8,6,9,11:15,11:15,,15.3,7.95,4093,20.7,147,167,246,,0.034,3.00,29.67,0.20,55.00,<0.1,28.00,6.32,64.50,6.70,6.35,5.20,,,,,,,,,89,105.9,,6.5,8.3,38.5,,,,,,,,,,,,,,,,,,3.83,,,,,,,,,,,,,,,,,,,,,
TC3,15/06/09,Cherwell at Hampton Poyle,15,6,9,11:01,11:00,,18.60,7.77,3129,14.0,117,150,209,,0.004,3.30,21.18,0.20,41.00,<0.1,25.00,5.65,61.50,6.20,5.65,6.60,,,,,,,,,81,98.1,,5.8,7.1,28.7,,,,,,,,,,,,,,,,,,1.56,,,,,,,,,,,,,,,,,,,,,
TC3,22/06/09,Cherwell at Hampton Poyle,22,6,9,10:46,10:45,  slightly ↑    suspended solid level,17.60,7.91,3958,11.8,155,185,208,,0.010,2.80,20.11,0.20,44.50,<0.1,23.50,5.31,63.00,5.50,5.31,4.40,,,,,,,,,83,106.2,,5.8,7.5,30.2,,,,,,,,,,,,,,,,,,1.36,,,,,,,,,,,,,,,,,,,,,
TC3,29/06/09,Cherwell at Hampton Poyle,29,6,9,11:01,11:00,,21.60,7.85,3886,9.2,152,169,211,,0.006,2.60,17.62,0.30,52.00,<0.1,24.00,5.42,66.50,5.70,5.42,4.00,,,,,,,,,82,108.4,,6.2,8.0,35.2,,,,,,,,,,,,,,,,,,1.37,,,,,,,,,,,,,,,,,,,,,
TC3,06/07/09,Cherwell at Hampton Poyle,6,7,9,10:51,10:45,pH from sediment and chrolphyll bottles,20.20,7.86,4144,11.4,165,191,221,,0.014,3.60,11.23,0.30,56.00,<0.1,19.00,4.29,68.50,4.60,4.30,4.50,,,,,,,,,87,103.8,,6.4,8.7,37.1,,,,,,,,,,,,,,,,,,0.99,,,,,,,,,,,,,,,,,,,,,
TC3,13/07/09,Cherwell at Hampton Poyle,13,7,9,10:39,10:45,,18.90,7.81,3637,14.23,148,184,199,,0.008,3.40,10.02,0.20,55.00,<0.1,19.00,4.29,63.00,4.80,4.30,5.80,,,,,,,,,89,98.2,,6.8,8.5,41.7,,,,,,,,,,,,,,,,,,1.34,,,,,,,,,,,,,,,,,,,,,
TC3,20/07/09,Cherwell at Hampton Poyle,20,7,9,11:53,12:00,,18.30,7.9,4094,10.95,160,167,205,,0.004,3.30,8.67,0.30,53.50,<0.1,19.00,4.29,62.50,4.60,4.29,4.80,,,,,,,,,86,98.7,,6.6,8.0,37.4,,,,,,,,,,,,,,,,,,1.62,,,,,,,,,,,,,,,,,,,,,
TC3,27/07/09,Cherwell at Hampton Poyle,27,7,9,11:09,11:15,,17.8,7.87,4126,14.2,147,171,212,,0.004,3.40,14.01,0.30,54.00,<0.1,18.50,4.18,61.50,4.40,4.18,5.10,,,,,,,,,80,97.4,,7.1,7.2,40.4,,,,,,,,,,,,,,,,,,1.18,,,,,,,,,,,,,,,,,,,,,
TC3,04/08/09,Cherwell at Hampton Poyle,4,8,9,11:21,11:15,,17.8,7.88,3638,13.7,158,187,231,,0.034,3.70,8.20,0.20,50.00,<0.1,17.00,3.84,63.50,4.30,3.86,6.20,,,,,,,,,88,95.7,,6.8,7.8,34.8,,,,,,,,,,,,,,,,,,1.80,,,,,,,,,,,,,,,,,,,,,
TC3,10/08/09,Cherwell at Hampton Poyle,10,8,9,11:05,11:00,,18.7,7.63,3064,32.7,156,205,328,,0.004,5.90,10.08,0.30,30.50,<0.1,21.50,4.85,48.50,5.60,4.86,9.70,,,,,,,,,85,78.0,,6.4,5.8,19.7,,,,,,,,,,,,,,,,,,3.88,,,,,,,,,,,,,,,,,,,,,
TC3,17/08/09,Cherwell at Hampton Poyle,17,8,9,11:02,11:00,,19.2,7.74,4538,14.2,117,143,176,,0.024,4.60,11.94 ,0.20,49.00,0.10,19.50,4.40,64.00,4.90,4.42,6.40,,,,,,,,,97,109.7,,6.9,7.9,36.2,,,,,,,,,,,,,,,,,,1.42,,,,,,,,,,,,,,,,,,,,,
TC3,24/08/09,Cherwell at Hampton Poyle,24,8,9,11:26,11:30,,18.3,7.79,4610,11.07,113,119,158,,0.004,4.00,11.21,0.20,50.00,<0.1,20.00,4.52,65.50,5.10,4.52,5.40,,,,,,,,,87,102.9,,6.8,7.4,34.0,,,,,,,,,,,,,,,,,,1.05,,,,,,,,,,,,,,,,,,,,,
TC3,02/09/09,Cherwell at Hampton Poyle,2,9,9,10:09,10:15,,16.3,7.89,4511,14.51,148,165,217,,0.032,3.90,9.59,0.20,72.00,<0.1,21.00,4.74,72.00,5.00,4.77,5.40,,,,,,,,,100,109.2,,8.0,10.1,50.6,,,,,,,,,,,,,,,,,,1.28,,,,,,,,,,,,,,,,,,,,,
TC3,07/09/09,Cherwell at Hampton Poyle,7,9,9,10:50,10:45,,15.9,7.91,4259,12.77,142,166,211,,0.018,3.70,7.57,0.20,68.00,<0.1,19.50,4.40,68.00,5.00,4.42,6.40,,,,,,,,,96,97.1,,8.2,9.1,50.6,,,,,,,,,,,,,,,,,,1.13,,,,,,,,,,,,,,,,,,,,,
TC3,15/09/09,Cherwell at Hampton Poyle,15,9,9,10:45,10:45,,,7.97,4194,10.98,131,151,200,,0.024,3.70,6.70,0.20,58.00,<0.1,17.50,3.95,73.00,4.60,3.97,5.00,,,,,,,,,96,107.9,,7.3,8.6,42.3,,,,,,,,,,,,,,,,,,0.92,,,,,,,,,,,,,,,,,,,,,
TC3,22/09/09,Cherwell at Hampton Poyle,22,9,9,13:20,13:15,,,7.92,4617,11.16,136,150,177,,0.034,4.90,6.22,0.20,61.00,<0.1,20.50,4.63,75.00,5.20,4.65,5.30,,,,,,,,,85,95.9,,7.3,8.8,41.5,,,,,,,,,,,,,,,,,,0.83,,,,,,,,,,,,,,,,,,,,,
TC3,29/09/09,Cherwell at Hampton Poyle,29,9,9,12:50,12:45,,,7.94,4428,11.11,134,142,183,,0.024,7.30,6.36,0.20,68.00,<0.1,21.00,4.74,76.50,5.30,4.76,8.40,,,,,,,,,99,112.1,,7.9,8.9,48.0,,,,,,,,,,,,,,,,,,0.80,,,,,,,,,,,,,,,,,,,,,
TC3,05/10/09,Cherwell at Hampton Poyle,5,10,9,12:45,12:45,,,7.93,4461,12.58,133,155,185,,0.012,6.10,4.81,0.20,74.00,<0.1,21.50,4.85,75.50,5.20,4.86,5.10,,,,,,,,,96,106.3,,8.0,8.8,51.0,,,,,,,,,,,,,,,,,,0.78,,,,,,,,,,,,,,,,,,,,,
TC3,13/10/09,Cherwell at Hampton Poyle,13,10,9,15:55,16:00,,,7.96,4795,10.73,169,186,223,,0.038,7.00,4.98,0.11,85.16,0.00,20.39,4.60,77.59,5.10,4.63,7.60,,,,,,,,,104,108.3,,10.3,9.6,68.7,,,,,,,,,,,,,,,,,,0.88,,,,,,,,,,,,,,,,,,,,,
TC3,20/10/09,Cherwell at Hampton Poyle,20,10,9,10:30,10:30,,11.3,7.84,4585,8.24,167,184,226,,0.034,3.80,2.99,0.11,69.90,0.00,21.33,4.82,75.18,5.10,4.84,5.40,,,,,,,,,106,118.5,,9.9,10.5,62.7,,,,,,,,,,,,,,,,,,0.90,,,,,,,,,,,,,,,,,,,,,
TC3,27/10/09,Cherwell at Hampton Poyle,27,10,9,16:25,16:30,,14.6,7.92,4811,8.3,166,201,225,,0.058,3.80,2.03,0.10,85.41,0.00,22.50,5.08,79.04,5.90,5.12,6.40,,,,,,,,,116,119.9,,11.6,11.5,74.1,,,,,,,,,,,,,,,,,,0.94,,,,,,,,,,,,,,,,,,,,,
TC3,03/11/09,Cherwell at Hampton Poyle,3,11,9,15:40,15:45,,13.2,7.93,4397,18.18,184,201,267,,0.036,3.65,5.14,0.19,80.09,0.00,20.44,4.61,76.42,5.30,4.64,6.40,,,,,,,,,111,105.4,,10.2,11.1,63.9,,,,,,,,,,,,,,,,,,2.09,,,,,,,,,,,,,,,,,,,,,
TC3,10/11/09,Cherwell at Hampton Poyle,10,11,9,14:20,14:15,,10.7,7.86,4354,9.03,159,188,220,,0.034,3.96,2.44,0.18,57.01,0.00,20.63,4.66,74.72,5.09,4.68,5.00,,,,,,,,,93,106.8,,7.9,8.5,42.5,,,,,,,,,,,,,,,,,,1.40,,,,,,,,,,,,,,,,,,,,,
TC3,17/11/09,Cherwell at Hampton Poyle,17,11,9,13:30,13:30,,9.6,7.83,3279,29.91,118,144,270,,0.054,4.57,3.75,0.20,37.91,0.74,41.90,9.46,63.69,9.85,9.50,8.00,,,,,,,,,75,99.6,,6.5,7.4,24.1,,,,,,,,,,,,,,,,,,4.69,,,,,,,,,,,,,,,,,,,,,
TC3,24/11/09,Cherwell at Hampton Poyle,24,11,9,10:20,10:15,,9.9,7.79,3594,29.6,111,137,260,,0.060,4.37,2.89,0.21,41.14,0.12,28.99,6.55,68.30,6.50,6.59,6.40,,,,,,,,,72,99.9,,5.6,6.9,26.1,,,,,,,,,,,,,,,,,,6.03,,,,,,,,,,,,,,,,,,,,,
TC3,01/12/09,Cherwell at Hampton Poyle,1,12,9,13:45,13:45,,6.6,7.82,3444,44.37,96,125,264,,0.053,4.12,4.26,0.20,34.69,0.00,29.62,6.69,59.57,6.53,6.73,6.50,,,,,,,,,69,96.0,,5.3,6.7,23.2,,,,,,,,,,,,,,,,,,7.60,,,,,,,,,,,,,,,,,,,,,
TC3,08/12/09,Cherwell at Hampton Poyle,8,12,9,14:20,14:15,,7.6,7.73,3083,53.73,100,124,298,,0.050,4.37,3.62,0.31,29.79,0.03,30.22,6.82,50.90,7.07,6.86,7.41,,,,,,,,,55,88.1,,4.7,5.9,16.4,,,,,,,,,,,,,,,,,,10.90,,,,,,,,,,,,,,,,,,,,,
TC3,16/12/09,Cherwell at Hampton Poyle,16,12,9,13:50,13:45,,6.3,7.83,3900,8.51,83,98,137,,0.050,3.90,0.94,0.26,41.23,0.05,31.32,7.07,63.96,7.28,7.11,4.74,,,,,,,,,65,113.8,,4.7,6.9,25.2,,,,,,,,,,,,,,,,,,5.83,,,,,,,,,,,,,,,,,,,,,
TC3,05/01/10,Cherwell at Hampton Poyle,5,1,10,13:10,13:15,No analysis until 11/01/10 (Snow),2.2,7.97,4165,7.1,51,78,88,,0.003,3.77,1.11,0.17,36.80,0.05,32.33,7.30,59.34,7.83,7.30,4.37,,,,,,,,,58,110.1,,4.2,6.7,22.4,,,,,,,,,,,,,,,,,,5.07,,,,,,,,,,,,,,,,,,,,,
TC3,12/01/10,Cherwell at Hampton Poyle,12,1,10,13:55,14:00,,2.4,8,4592,4.93,87,96,125,,0.096,3.69,0.91,0.19,47.63,0.07,34.62,7.82,64.33,8.08,7.89,3.17,,,,,,,,,59,114.5,,4.3,6.9,28.4,,,,,,,,,,,,,,,,,,3.88,,,,,,,,,,,,,,,,,,,,,
TC3,19/01/10,Cherwell at Hampton Poyle,19,1,10,13:40,13:45,,5.3,7.63,2369,22.18,94,122,201,,0.027,4.00,2.47,0.22,29.06,0.06,28.41,6.42,38.74,7.12,6.43,7.74,,,,,,,,,40,67.3,,4.6,4.7,15.2,,,,,,,,,,,,,,,,,,17.50,,,,,,,,,,,,,,,,,,,,,
TC3,26/01/10,Cherwell at Hampton Poyle,26,1,10,13:50,13:45,Higher flow levels than normal,4.3,7.71,3084,16.05,63,84,135,,0.030,4.40,1.17,0.25,30.56,0.03,31.25,7.06,49.08,7.36,7.08,6.09,,,,,,,,,48,87.0,,4.0,5.6,16.0,,,,,,,,,,,,,,,,,,15.50,,,,,,,,,,,,,,,,,,,,,
TC3,02/02/10,Cherwell at Hampton Poyle,1,2,10,13:40,13:45,,4.7,7.96,3917,8.85,61,62,98,,0.043,3.88,0.75,0.21,33.71,0.06,36.42,8.22,57.62,8.65,8.25,4.39,,,,,,,,,51,104.5,,4.0,5.9,19.6,,,,,,,,,,,,,,,,,,6.42,,,,,,,,,,,,,,,,,,,,,
TC3,09/02/10,Cherwell at Hampton Poyle,9,2,10,13:30,13:30,,5.2,7.89,4046,8.51,94,102,136,,0.036,3.51,1.13,0.21,35.46,0.03,35.58,8.03,58.86,8.37,8.06,4.43,,,,,,,,,53,105.0,,4.0,6.0,19.8,,,,,,,,,,,,,,,,,,5.67,,,,,,,,,,,,,,,,,,,,,
TC3,16/02/10,Cherwell at Hampton Poyle,16,2,10,13:35,13:30,,5.3,7.94,4295,4.32,84,98,124,,0.029,3.33,0.69,0.19,38.48,0.00,34.69,7.83,61.76,7.98,7.85,3.16,,,,,,,,,53,107.1,,4.1,6.2,22.3,,,,,,,,,,,,,,,,,,4.62,,,,,,,,,,,,,,,,,,,,,
TC3,23/02/10,Cherwell at Hampton Poyle,23,2,10,13:40,13:45,,4.3,8.01,3623,15.23,71,85,134,,0.031,3.16,2.76,0.20,47.53,0.05,31.51,7.12,56.73,7.29,7.14,2.65,,,,,,,,,50,96.9,,3.8,6.3,26.1,,,,,,,,,,,,,,,,,,7.68,,,,,,,,,,,,,,,,,,,,,
TC3,02/03/10,Cherwell at Hampton Poyle,2,3,10,12:55,13:00,,6.7,7.69,2944,46.29,60,95,216,,0.040,3.38,4.08,0.18,28.31,0.01,23.22,5.24,41.33,5.48,5.27,6.21,,,,,,,,,47,79.4,,3.6,5.1,15.7,,,,,,,,,,,,,,,,,,17.30,,,,,,,,,,,,,,,,,,,,,
TC3,09/03/10,Cherwell at Hampton Poyle,9,3,10,12:40,12:45,,6,7.96,3927,6.03,56,52,83,,0.036,3.03,2.03,0.23,35.14,0.00,35.49,8.01,57.68,7.90,8.04,4.20,,,,,,,,,51,102.9,,3.8,6.2,17.4,,,,,,,,,,,,,,,,,,5.34,,,,,,,,,,,,,,,,,,,,,
TC3,16/03/10,Cherwell at Hampton Poyle,16,3,10,10:15,10:15,,7.8,8.03,4119,3.56,107,121,144,,0.015,2.30,3.79,0.22,38.45,0.00,35.98,8.12,61.59,8.36,8.13,3.57,,,,,,,,,56,118.5,,4.2,6.5,22.1,,,,,,,,,,,,,,,,,,4.04,,,,,,,,,,,,,,,,,,,,,
TC3,23/03/10,Cherwell at Hampton Poyle,23,3,10,10:15,10:15,,10.5,8.16,3918,4.05,72,99,113,,0.018,2.13,12.79,0.22,43.72,0.00,30.42,6.87,61.30,7.04,6.88,3.48,,,,,,,,,47,100.5,,3.8,5.4,26.5,,,,,,,,,,,,,,,,,,4.08,,,,,,,,,,,,,,,,,,,,,
TC3,06/04/10,Cherwell at Hampton Poyle,6,4,10,10:50,10:45,,9.5,7.85,3840,22.58,61,67,158,,0.052,3.07,16.70,0.22,29.73,0.03,28.36,6.40,50.77,6.87,6.44,5.21,,,,,,,,,44,83.9,,3.2,5.4,14.5,,,,,,,,,,,,,,,,,,7.86,,,,,,,,,,,,,,,,,,,,,
TC3,13/04/10,Cherwell at Hampton Poyle,13,4,10,10:50,10:45,,10.6,8.11,4281,5.23,49,56,107,,0.023,1.86,2.99,0.19,37.87,0.00,30.97,6.99,61.34,7.36,7.01,3.65,,,,,,,,,57,110.2,,4.2,6.6,22.6,,,,,,,,,,,,,,,,,,3.91,,,,,,,,,,,,,,,,,,,,,
TC3,21/04/10,Cherwell at Hampton Poyle,21,4,10,10:35,10:30,,10.8,8.14,4402,5.36,18,28,80,,0.026,0.70,32.46,0.20,41.48,0.00,30.37,6.86,63.48,7.33,6.88,3.51,,,,,,,,,59,107.4,,4.8,6.9,25.9,,,,,,,,,,,,,,,,,,3.16,,,,,,,,,,,,,,,,,,,,,
TC3,27/04/10,Cherwell at Hampton Poyle,27,4,10,11:10,11:15,,13.8,8.09,4289,7.57,17,26,76,,0.023,0.63,30.11,0.16,40.15,0.00,28.93,6.53,64.93,7.01,6.55,3.54,,,,,,,,,63,109.2,,4.9,7.0,24.8,,,,,,,,,,,,,,,,,,2.80,,,,,,,,,,,,,,,,,,,,,
TC3,04/05/10,Cherwell at Hampton Poyle,4,5,10,11:25,11:30,,10.2,7.8,3222,21.66,71,109,205,,0.171,2.86,25.81,0.17,30.37,0.36,39.57,8.94,47.61,9.84,9.07,,,,,,,,,,57,82.6,,4.6,5.7,17.6,,,,,,,,,,,,,,,,,,5.11,,,,,,,,,,,,,,,,,,,,,
TC3,11/05/10,Cherwell at Hampton Poyle,11,5,10,10:45,10:45,,10.8,7.98,4260,10.11,63,76,126,,0.004,2.24,21.05,0.19,43.46,0.08,30.55,6.90,64.74,7.08,6.90,,,,,,,,,,65,103.9,,4.3,6.8,24.7,,,,,,,,,,,,,,,,,,2.47,,,,,,,,,,,,,,,,,,,,,
TC3,18/05/10,Cherwell at Hampton Poyle,18,5,10,10:00,10:00,,12.8,8.06,4423,12.24,39,65,158,,0.050,1.79,19.47,0.15,49.15,0.01,29.72,6.71,66.55,6.84,6.75,,,,,,,,,,65,108.4,,4.8,7.1,30.0,,,,,,,,,,,,,,,,,,2.01,,,,,,,,,,,,,,,,,,,,,
TC3,26/05/10,Cherwell at Hampton Poyle,26,5,10,11:10,11:15,,17.6,8.27,4285,13.36,46,74,137,,0.053,1.23,64.29,0.16,52.47,0.02,26.24,5.93,68.96,5.86,5.96,,,,,,,,,,72,100.5,,5.1,7.0,32.4,,,,,,,,,,,,,,,,,,1.69,,,,,,,,,,,,,,,,,,,,,
TC3,02/06/10,Cherwell at Hampton Poyle,2,6,10,10:35,10:30,,15.3,7.98,4286,10.16,105,119,178,,0.056,2.29,23.45,0.20,56.01,0.03,29.09,6.57,69.97,6.71,6.61,,,,,,,,,,78,102.9,,5.4,8.0,35.4,,,,,,,,,,,,,,,,,,1.78,,,,,,,,,,,,,,,,,,,,,
TC3,08/06/10,Cherwell at Hampton Poyle,8,6,10,10:35,10:30,,16.5,7.91,4396,13.48,97,108,160,,0.021,2.44,26.81,0.22,49.46,0.00,24.04,5.43,69.69,5.51,5.44,,,,,,,,,,62,92.3,,5.3,6.4,33.3,,,,,,,,,,,,,,,,,,1.54,,,,,,,,,,,,,,,,,,,,,
TC3,15/06/10,Cherwell at Hampton Poyle,15,6,10,10:30,10:30,,15.5,7.91,4343,9.36,120,135,192,,0.046,3.10,7.54,0.18,49.39,0.03,25.45,5.75,66.47,5.99,5.78,,,,,,,,,,73,102.8,,5.4,7.3,32.0,,,,,,,,,,,,,,,,,,1.41,,,,,,,,,,,,,,,,,,,,,
TC3,22/06/10,Cherwell at Hampton Poyle,22,6,10,10:35,10:30,,17.9,8.03,4396,8.78,126,147,182,,0.031,2.44,7.61,0.20,50.86,0.01,24.98,5.64,69.06,6.00,5.66,,,,,,,,,,76,110.3,,5.7,7.5,33.2,,,,,,,,,,,,,,,,,,1.12,,,,,,,,,,,,,,,,,,,,,
TC3,29/06/10,Cherwell at Hampton Poyle,29,6,10,10:40,10:45,,20.2,7.91,4393,7.25,110,123,162,,0.053,2.21,9.61,0.16,59.42,0.05,23.35,5.27,73.32,5.49,5.31,,,,,,,,,,92,121.1,,8.2,9.3,47.2,,,,,,,,,,,,,,,,,,0.93,,,,,,,,,,,,,,,,,,,,,
TC3,06/07/10,Cherwell at Hampton Poyle,6,7,10,10:40,10:45,,18.1,7.89,5030,7.11,136,151,188,,0.045,2.82,4.51,0.18,72.54,0.00,24.11,5.44,75.87,5.81,5.48,,,,,,,,,,86,113.9,,7.8,10.2,53.1,,,,,,,,,,,,,,,,,,0.91,,,,,,,,,,,,,,,,,,,,,
TC3,13/07/10,Cherwell at Hampton Poyle,13,7,10,10:30,10:30,,17.9,7.89,4599,,133,137,172,,0.056,2.86,7.78,0.19,69.96,0.00,21.47,4.85,73.50,5.44,4.89,,,,,,,,,,81,105.4,,7.2,9.5,46.5,,,,,,,,,,,,,,,,,,0.78,,,,,,,,,,,,,,,,,,,,,
TC3,19/07/10,Cherwell at Hampton Poyle,19,7,10,15:30,15:30,,20.3,8.06,4867,7.69,133,160,187,,0.029,3.25,7.41,0.19,71.03,0.00,21.23,4.79,72.68,5.41,4.81,,,,,,,,,,88,108.4,,7.6,9.3,47.9,,,,,,,,,,,,,,,,,,0.86,,,,,,,,,,,,,,,,,,,,,
TC3,27/07/10,Cherwell at Hampton Poyle,27,7,10,10:00,10:00,,19.9,7.89,4825,9.64,135,144,167,,0.028,3.28,5.14,0.18,68.97,0.00,20.86,4.71,71.56,4.76,4.73,,,,,,,,,,83,102.4,,6.9,8.9,45.8,,,,,,,,,,,,,,,,,,0.79,,,,,,,,,,,,,,,,,,,,,
TC3,03/08/10,Cherwell at Hampton Poyle,3,8,10,13:30,13:30,,19.3,8.06,4806,,140,154,185,,0.027,3.34,7.57,0.28,71.35,0.00,20.65,4.66,75.68,4.85,4.68,,,,,,,,,,87,106.2,,7.1,10.0,46.8,,,,,,,,,,,,,,,,,,0.72,,,,,,,,,,,,,,,,,,,,,
